Date,Symbol,Adj Close,Close,High,Low,Open,Volume,Price Change,SP500 Change,Performance Label
2012-01-03 00:00:00+00:00,AAPL,12.388997077941896,14.686785697937012,14.73214340209961,14.60714340209961,14.621429443359377,302220800.0,,-43.71676045128892,Underperform
2012-01-03 00:00:00+00:00,AMZN,8.951499938964844,8.951499938964844,8.973999977111816,8.77750015258789,8.794500350952148,102216000.0,,-84.77894961752163,Underperform
2012-01-03 00:00:00+00:00,GOOGL,16.591754913330078,16.651901245117188,16.720470428466797,16.325576782226562,16.339839935302734,146912940.0,,0.475297018917864,Underperform
2012-01-03 00:00:00+00:00,MSFT,21.12009620666504,26.770000457763672,26.959999084472656,26.38999938964844,26.549999237060547,64731500.0,,66.4801031391661,Underperform
2012-01-04 00:00:00+00:00,AAPL,12.455575942993164,14.765713691711426,14.8100004196167,14.617142677307127,14.64285659790039,260022000.0,0.5374031863306206,-42.9608488153718,Outperform
2012-01-04 00:00:00+00:00,AMZN,8.875499725341797,8.875499725341797,9.024999618530272,8.803500175476074,8.96049976348877,84104000.0,-0.8490221096045247,-85.12319854501844,Outperform
2012-01-04 00:00:00+00:00,GOOGL,16.663318634033203,16.723724365234375,16.77302360534668,16.532032012939453,16.642391204833984,114445440.0,0.4313209848924915,0.4753070221175104,Underperform
2012-01-04 00:00:00+00:00,MSFT,21.61713218688965,27.399999618530273,27.469999313354492,26.780000686645508,26.81999969482422,80516100.0,2.3533793376743883,71.89460689980393,Underperform
2012-01-05 00:00:00+00:00,AAPL,12.593856811523438,14.929642677307127,14.948213577270508,14.738213539123535,14.819643020629885,271269600.0,1.1101924885943415,-43.59016203942259,Outperform
2012-01-05 00:00:00+00:00,AMZN,8.880499839782715,8.880499839782715,8.912500381469727,8.702500343322754,8.79699993133545,76182000.0,0.05633614552025268,-85.28500403593084,Outperform
2012-01-05 00:00:00+00:00,GOOGL,16.432172775268555,16.491741180419922,16.61586570739746,16.42217254638672,16.569820404052734,131184684.0,-1.3871538067606548,0.4752995751564182,Underperform
2012-01-05 00:00:00+00:00,MSFT,21.838035583496097,27.68000030517578,27.729999542236328,27.290000915527344,27.3799991607666,56081400.0,1.0218903909021915,70.02456472794685,Underperform
2012-01-06 00:00:00+00:00,AAPL,12.725510597229004,15.08571434020996,15.098214149475098,14.972143173217772,14.991786003112791,318292800.0,1.0453809954795057,-43.61008545761781,Outperform
